phase,query_type,actor,emotion,bucket,approach,elapsed_seconds,n_files
write,write,,,video_large,pure_mongo,0.059829,1
write,write,,,video_large,polyglot,0.043184,1
write,write,,,video_large,pure_mongo,0.047773,1
write,write,,,video_large,polyglot,0.051173,1
write,write,,,video_large,pure_mongo,0.057158,1
write,write,,,video_large,polyglot,0.044135,1
write,write,,,video_large,pure_mongo,0.048246,1
write,write,,,video_large,polyglot,0.041779,1
write,write,,,video_large,pure_mongo,0.058514,1
write,write,,,video_large,polyglot,0.048082,1
write,write,,,video_large,pure_mongo,0.048469,1
write,write,,,video_large,polyglot,0.051369,1
write,write,,,video_large,pure_mongo,0.047569,1
write,write,,,video_large,polyglot,0.043859,1
write,write,,,video_large,pure_mongo,0.045007,1
write,write,,,video_large,polyglot,0.075551,1
write,write,,,video_large,pure_mongo,0.067720,1
query,metadata_only,1,1,,polyglot_pg,0.006325,4
query,metadata_only,1,1,,pure_mongo,0.011110,60
query,end_to_end,1,1,,polyglot,0.064730,4
query,end_to_end,1,1,,pure_mongo,0.492374,60
query,metadata_only,1,2,,polyglot_pg,0.000315,6
query,metadata_only,1,2,,pure_mongo,0.000673,86
query,end_to_end,1,2,,polyglot,0.031681,6
query,end_to_end,1,2,,pure_mongo,0.533400,86
query,metadata_only,7,1,,polyglot_pg,0.000393,4
query,metadata_only,7,1,,pure_mongo,0.000741,96
query,end_to_end,7,1,,polyglot,0.279002,4
query,end_to_end,7,1,,pure_mongo,3.765542,96
query,metadata_only,7,2,,polyglot_pg,0.002400,6
query,metadata_only,7,2,,pure_mongo,0.004066,144
query,end_to_end,7,2,,polyglot,0.295712,6
query,end_to_end,7,2,,pure_mongo,4.390185,144
query,metadata_only,1,1,,polyglot_pg,0.002103,4
query,metadata_only,1,1,,pure_mongo,0.001063,60
query,end_to_end,1,1,,polyglot,0.015962,4
query,end_to_end,1,1,,pure_mongo,0.231188,60
query,metadata_only,1,2,,polyglot_pg,0.000310,6
query,metadata_only,1,2,,pure_mongo,0.000630,86
query,end_to_end,1,2,,polyglot,0.032420,6
query,end_to_end,1,2,,pure_mongo,0.348048,86
query,metadata_only,7,1,,polyglot_pg,0.000483,4
query,metadata_only,7,1,,pure_mongo,0.000628,96
query,end_to_end,7,1,,polyglot,0.154815,4
query,end_to_end,7,1,,pure_mongo,2.568373,96
query,metadata_only,7,2,,polyglot_pg,0.001041,6
query,metadata_only,7,2,,pure_mongo,0.001393,144
query,end_to_end,7,2,,polyglot,0.309607,6
query,end_to_end,7,2,,pure_mongo,5.204665,144
query,metadata_only,1,1,,polyglot_pg,0.002073,4
query,metadata_only,1,1,,pure_mongo,0.000957,60
query,end_to_end,1,1,,polyglot,0.018781,4
query,end_to_end,1,1,,pure_mongo,0.197840,60
query,metadata_only,1,2,,polyglot_pg,0.000276,6
query,metadata_only,1,2,,pure_mongo,0.000561,86
query,end_to_end,1,2,,polyglot,0.024095,6
query,end_to_end,1,2,,pure_mongo,0.317268,86
query,metadata_only,7,1,,polyglot_pg,0.000303,4
query,metadata_only,7,1,,pure_mongo,0.000640,96
query,end_to_end,7,1,,polyglot,0.159780,4
query,end_to_end,7,1,,pure_mongo,2.406503,96
query,metadata_only,7,2,,polyglot_pg,0.000507,6
query,metadata_only,7,2,,pure_mongo,0.001307,144
query,end_to_end,7,2,,polyglot,0.259541,6
query,end_to_end,7,2,,pure_mongo,3.760512,144
query,metadata_only,1,1,,polyglot_pg,0.001968,4
query,metadata_only,1,1,,pure_mongo,0.000893,60
query,end_to_end,1,1,,polyglot,0.017884,4
query,end_to_end,1,1,,pure_mongo,0.192607,60
query,metadata_only,1,2,,polyglot_pg,0.000315,6
query,metadata_only,1,2,,pure_mongo,0.000533,86
query,end_to_end,1,2,,polyglot,0.022308,6
query,end_to_end,1,2,,pure_mongo,0.297464,86
query,metadata_only,7,1,,polyglot_pg,0.000381,4
query,metadata_only,7,1,,pure_mongo,0.000588,96
query,end_to_end,7,1,,polyglot,0.133618,4
query,end_to_end,7,1,,pure_mongo,2.413222,96
query,metadata_only,7,2,,polyglot_pg,0.001220,6
query,metadata_only,7,2,,pure_mongo,0.001411,144
query,end_to_end,7,2,,polyglot,0.272323,6
query,end_to_end,7,2,,pure_mongo,4.154261,144
query,metadata_only,1,1,,polyglot_pg,0.000615,4
query,metadata_only,1,1,,pure_mongo,0.000841,60
query,end_to_end,1,1,,polyglot,0.018199,4
query,end_to_end,1,1,,pure_mongo,0.299717,60
query,metadata_only,1,2,,polyglot_pg,0.000297,6
query,metadata_only,1,2,,pure_mongo,0.000570,86
query,end_to_end,1,2,,polyglot,0.023296,6
query,end_to_end,1,2,,pure_mongo,0.309596,86
query,metadata_only,7,1,,polyglot_pg,0.000835,4
query,metadata_only,7,1,,pure_mongo,0.000635,96
query,end_to_end,7,1,,polyglot,0.135781,4
query,end_to_end,7,1,,pure_mongo,2.607561,96
query,metadata_only,7,2,,polyglot_pg,0.000756,6
query,metadata_only,7,2,,pure_mongo,0.002048,144
query,end_to_end,7,2,,polyglot,0.244332,6
query,end_to_end,7,2,,pure_mongo,4.144966,144
query,metadata_only,1,1,,polyglot_pg,0.007182,4
query,metadata_only,1,1,,pure_mongo,0.001064,60
query,end_to_end,1,1,,polyglot,0.017451,4
query,end_to_end,1,1,,pure_mongo,0.210370,60
query,metadata_only,1,2,,polyglot_pg,0.000265,6
query,metadata_only,1,2,,pure_mongo,0.000550,86
query,end_to_end,1,2,,polyglot,0.021747,6
query,end_to_end,1,2,,pure_mongo,0.313201,86
query,metadata_only,7,1,,polyglot_pg,0.000311,4
query,metadata_only,7,1,,pure_mongo,0.000618,96
query,end_to_end,7,1,,polyglot,0.165671,4
query,end_to_end,7,1,,pure_mongo,2.425781,96
query,metadata_only,7,2,,polyglot_pg,0.000705,6
query,metadata_only,7,2,,pure_mongo,0.001981,144
query,end_to_end,7,2,,polyglot,0.350774,6
query,end_to_end,7,2,,pure_mongo,4.713398,144
query,metadata_only,1,1,,polyglot_pg,0.003376,4
query,metadata_only,1,1,,pure_mongo,0.000948,60
query,end_to_end,1,1,,polyglot,0.014258,4
query,end_to_end,1,1,,pure_mongo,0.178444,60
query,metadata_only,1,2,,polyglot_pg,0.000420,6
query,metadata_only,1,2,,pure_mongo,0.000634,86
query,end_to_end,1,2,,polyglot,0.025776,6
query,end_to_end,1,2,,pure_mongo,0.421352,86
query,metadata_only,7,1,,polyglot_pg,0.000334,4
query,metadata_only,7,1,,pure_mongo,0.000596,96
query,end_to_end,7,1,,polyglot,0.176758,4
query,end_to_end,7,1,,pure_mongo,3.326835,96
query,metadata_only,7,2,,polyglot_pg,0.002424,6
query,metadata_only,7,2,,pure_mongo,0.001605,144
query,end_to_end,7,2,,polyglot,0.267114,6
query,end_to_end,7,2,,pure_mongo,5.111053,144
query,metadata_only,1,1,,polyglot_pg,0.001119,4
query,metadata_only,1,1,,pure_mongo,0.000932,60
query,end_to_end,1,1,,polyglot,0.028854,4
query,end_to_end,1,1,,pure_mongo,0.379156,60
query,metadata_only,1,2,,polyglot_pg,0.000539,6
query,metadata_only,1,2,,pure_mongo,0.001431,86
query,end_to_end,1,2,,polyglot,0.057711,6
query,end_to_end,1,2,,pure_mongo,0.494471,86
query,metadata_only,7,1,,polyglot_pg,0.000475,4
query,metadata_only,7,1,,pure_mongo,0.001251,96
query,end_to_end,7,1,,polyglot,0.181105,4
query,end_to_end,7,1,,pure_mongo,2.719121,96
query,metadata_only,7,2,,polyglot_pg,0.000410,6
query,metadata_only,7,2,,pure_mongo,0.001310,144
query,end_to_end,7,2,,polyglot,0.272384,6
query,end_to_end,7,2,,pure_mongo,3.899786,144
query,metadata_only,1,1,,polyglot_pg,0.001834,4
query,metadata_only,1,1,,pure_mongo,0.001237,60
query,end_to_end,1,1,,polyglot,0.016713,4
query,end_to_end,1,1,,pure_mongo,0.209526,60
query,metadata_only,1,2,,polyglot_pg,0.000323,6
query,metadata_only,1,2,,pure_mongo,0.000596,86
query,end_to_end,1,2,,polyglot,0.022913,6
query,end_to_end,1,2,,pure_mongo,0.309070,86
query,metadata_only,7,1,,polyglot_pg,0.000249,4
query,metadata_only,7,1,,pure_mongo,0.000560,96
query,end_to_end,7,1,,polyglot,0.139645,4
query,end_to_end,7,1,,pure_mongo,2.282212,96
query,metadata_only,7,2,,polyglot_pg,0.000518,6
query,metadata_only,7,2,,pure_mongo,0.001614,144
query,end_to_end,7,2,,polyglot,0.275898,6
query,end_to_end,7,2,,pure_mongo,3.843367,144
query,metadata_only,1,1,,polyglot_pg,0.008968,4
query,metadata_only,1,1,,pure_mongo,0.001623,60
query,end_to_end,1,1,,polyglot,0.014974,4
query,end_to_end,1,1,,pure_mongo,0.184834,60
query,metadata_only,1,2,,polyglot_pg,0.000282,6
query,metadata_only,1,2,,pure_mongo,0.000546,86
query,end_to_end,1,2,,polyglot,0.023426,6
query,end_to_end,1,2,,pure_mongo,0.317733,86
query,metadata_only,7,1,,polyglot_pg,0.000261,4
query,metadata_only,7,1,,pure_mongo,0.000582,96
query,end_to_end,7,1,,polyglot,0.130116,4
query,end_to_end,7,1,,pure_mongo,2.213850,96
query,metadata_only,7,2,,polyglot_pg,0.000454,6
query,metadata_only,7,2,,pure_mongo,0.001242,144
query,end_to_end,7,2,,polyglot,0.266700,6
query,end_to_end,7,2,,pure_mongo,5.181240,144
