bucket,stored_name,filesize_bytes,db,operation,rep,elapsed_seconds
video_medium,.DS_Store_r07,6148,postgres,write,7,0.006341
video_medium,.DS_Store_r07,6148,mongodb,write,7,0.022944
audio_small,03-01-01-01-01-01-01_r03.wav,375720,postgres,write,3,0.018280
audio_small,03-01-01-01-01-01-01_r03.wav,375720,mongodb,write,3,0.005610
video_large,01-02-02-01-02-02-07_r04.mp4,6013033,postgres,write,4,0.214430
video_large,01-02-02-01-02-02-07_r04.mp4,6013033,mongodb,write,4,0.051936
video_large,01-02-02-01-02-02-07_r01.mp4,6013033,postgres,write,1,0.239597
video_large,01-02-02-01-02-02-07_r01.mp4,6013033,mongodb,write,1,0.047657
audio_small,03-01-02-02-01-01-01_r02.wav,415516,postgres,write,2,0.014068
audio_small,03-01-02-02-01-01-01_r02.wav,415516,mongodb,write,2,0.005929
video_medium,4_r09.mp4,1089446,postgres,write,9,0.035105
video_medium,4_r09.mp4,1089446,mongodb,write,9,0.012136
video_medium,1_r05.mp4,1418485,postgres,write,5,0.044857
video_medium,1_r05.mp4,1418485,mongodb,write,5,0.017267
video_large,01-02-02-02-01-02-07_r00.mp4,6330436,postgres,write,0,0.222134
video_large,01-02-02-02-01-02-07_r00.mp4,6330436,mongodb,write,0,0.052481
video_medium,3_r09.mp4,1872188,postgres,write,9,0.079694
video_medium,3_r09.mp4,1872188,mongodb,write,9,0.019003
audio_small,03-01-01-01-02-02-01_r04.wav,363108,postgres,write,4,0.012697
audio_small,03-01-01-01-02-02-01_r04.wav,363108,mongodb,write,4,0.006337
audio_small,03-01-01-01-02-02-01_r00.wav,363108,postgres,write,0,0.015494
audio_small,03-01-01-01-02-02-01_r00.wav,363108,mongodb,write,0,0.006664
video_large,01-02-01-01-01-01-07_r06.mp4,5498397,postgres,write,6,0.177274
video_large,01-02-01-01-01-01-07_r06.mp4,5498397,mongodb,write,6,0.047703
video_large,01-02-01-01-02-02-07_r03.mp4,5619255,postgres,write,3,0.180583
video_large,01-02-01-01-02-02-07_r03.mp4,5619255,mongodb,write,3,0.045092
audio_small,03-01-02-02-01-01-01_r00.wav,415516,postgres,write,0,0.012335
audio_small,03-01-02-02-01-01-01_r00.wav,415516,mongodb,write,0,0.006274
audio_small,03-01-01-01-01-01-01_r00.wav,375720,postgres,write,0,0.014938
audio_small,03-01-01-01-01-01-01_r00.wav,375720,mongodb,write,0,0.004696
video_large,01-02-02-02-01-01-07_r07.mp4,6279752,postgres,write,7,0.216054
video_large,01-02-02-02-01-01-07_r07.mp4,6279752,mongodb,write,7,0.051396
video_medium,5_r00.mp4,1219789,postgres,write,0,0.040649
video_medium,5_r00.mp4,1219789,mongodb,write,0,0.011825
video_large,01-02-01-01-01-02-07_r09.mp4,5457041,postgres,write,9,0.184928
video_large,01-02-01-01-01-02-07_r09.mp4,5457041,mongodb,write,9,0.043528
audio_small,03-01-02-01-02-01-01_r03.wav,396294,postgres,write,3,0.013187
audio_small,03-01-02-01-02-01-01_r03.wav,396294,mongodb,write,3,0.007776
audio_small,03-01-02-02-01-02-01_r03.wav,444344,postgres,write,3,0.014258
audio_small,03-01-02-02-01-02-01_r03.wav,444344,mongodb,write,3,0.005080
audio_small,03-01-02-01-01-02-01_r09.wav,751848,postgres,write,9,0.025489
audio_small,03-01-02-01-01-02-01_r09.wav,751848,mongodb,write,9,0.007326
video_large,01-02-02-02-01-02-07_r04.mp4,6330436,postgres,write,4,0.237241
video_large,01-02-02-02-01-02-07_r04.mp4,6330436,mongodb,write,4,0.048307
audio_small,03-01-02-01-02-01-01_r02.wav,396294,postgres,write,2,0.012476
audio_small,03-01-02-01-02-01-01_r02.wav,396294,mongodb,write,2,0.004273
audio_small,.DS_Store_r09,6148,postgres,write,9,0.000810
audio_small,.DS_Store_r09,6148,mongodb,write,9,0.001396
audio_small,03-01-02-02-01-01-01_r09.wav,415516,postgres,write,9,0.012392
audio_small,03-01-02-02-01-01-01_r09.wav,415516,mongodb,write,9,0.004346
video_large,01-02-01-01-01-02-07_r02.mp4,5457041,postgres,write,2,0.170054
video_large,01-02-01-01-01-02-07_r02.mp4,5457041,mongodb,write,2,0.047362
audio_small,03-01-01-01-01-02-01_r02.wav,379106,postgres,write,2,0.014225
audio_small,03-01-01-01-01-02-01_r02.wav,379106,mongodb,write,2,0.005991
video_large,01-02-02-02-01-02-07_r07.mp4,6330436,postgres,write,7,0.200816
video_large,01-02-02-02-01-02-07_r07.mp4,6330436,mongodb,write,7,0.050050
video_medium,7_r04.mp4,1454732,postgres,write,4,0.047341
video_medium,7_r04.mp4,1454732,mongodb,write,4,0.017668
video_large,01-02-01-01-02-01-07_r09.mp4,5627582,postgres,write,9,0.209641
video_large,01-02-01-01-02-01-07_r09.mp4,5627582,mongodb,write,9,0.040944
video_large,01-02-02-01-01-02-07_r07.mp4,6352195,postgres,write,7,0.205228
video_large,01-02-02-01-01-02-07_r07.mp4,6352195,mongodb,write,7,0.043899
video_large,01-02-02-01-01-01-07_r06.mp4,5922634,postgres,write,6,0.219636
video_large,01-02-02-01-01-01-07_r06.mp4,5922634,mongodb,write,6,0.049309
video_large,01-02-02-01-01-01-07_r00.mp4,5922634,postgres,write,0,0.202568
video_large,01-02-02-01-01-01-07_r00.mp4,5922634,mongodb,write,0,0.049974
video_medium,5_r09.mp4,1219789,postgres,write,9,0.053730
video_medium,5_r09.mp4,1219789,mongodb,write,9,0.018395
video_medium,6_r08.mp4,1434102,postgres,write,8,0.048912
video_medium,6_r08.mp4,1434102,mongodb,write,8,0.015076
audio_small,03-01-01-01-01-01-01_r08.wav,375720,postgres,write,8,0.014140
audio_small,03-01-01-01-01-01-01_r08.wav,375720,mongodb,write,8,0.006831
video_medium,8_r05.mp4,1334094,postgres,write,5,0.043545
video_medium,8_r05.mp4,1334094,mongodb,write,5,0.013960
audio_small,03-01-02-01-01-02-01_r03.wav,751848,postgres,write,3,0.024864
audio_small,03-01-02-01-01-02-01_r03.wav,751848,mongodb,write,3,0.011353
audio_small,03-01-01-01-01-01-01_r05.wav,375720,postgres,write,5,0.015128
audio_small,03-01-01-01-01-01-01_r05.wav,375720,mongodb,write,5,0.004986
audio_small,03-01-01-01-02-01-01_r07.wav,372698,postgres,write,7,0.011725
audio_small,03-01-01-01-02-01-01_r07.wav,372698,mongodb,write,7,0.005989
audio_small,03-01-02-01-02-02-01_r01.wav,393086,postgres,write,1,0.013404
audio_small,03-01-02-01-02-02-01_r01.wav,393086,mongodb,write,1,0.007803
audio_small,03-01-02-01-01-01-01_r09.wav,399494,postgres,write,9,0.014479
audio_small,03-01-02-01-01-01-01_r09.wav,399494,mongodb,write,9,0.004624
audio_small,03-01-02-01-02-01-01_r00.wav,396294,postgres,write,0,0.015887
audio_small,03-01-02-01-02-01-01_r00.wav,396294,mongodb,write,0,0.005809
audio_small,03-01-01-01-02-01-01_r02.wav,372698,postgres,write,2,0.012166
audio_small,03-01-01-01-02-01-01_r02.wav,372698,mongodb,write,2,0.006003
audio_small,03-01-01-01-01-01-01_r04.wav,375720,postgres,write,4,0.012723
audio_small,03-01-01-01-01-01-01_r04.wav,375720,mongodb,write,4,0.005604
video_large,01-02-02-01-02-01-07_r07.mp4,6046468,postgres,write,7,0.220210
video_large,01-02-02-01-02-01-07_r07.mp4,6046468,mongodb,write,7,0.052835
video_large,01-02-01-01-01-02-07_r03.mp4,5457041,postgres,write,3,0.183844
video_large,01-02-01-01-01-02-07_r03.mp4,5457041,mongodb,write,3,0.040679
video_large,01-02-01-01-02-02-07_r01.mp4,5619255,postgres,write,1,0.341436
video_large,01-02-01-01-02-02-07_r01.mp4,5619255,mongodb,write,1,0.044818
video_medium,3_r07.mp4,1872188,postgres,write,7,0.089740
video_medium,3_r07.mp4,1872188,mongodb,write,7,0.019906
video_medium,7_r01.mp4,1454732,postgres,write,1,0.045784
video_medium,7_r01.mp4,1454732,mongodb,write,1,0.015209
video_large,01-02-01-01-01-02-07_r00.mp4,5457041,postgres,write,0,0.179664
video_large,01-02-01-01-01-02-07_r00.mp4,5457041,mongodb,write,0,0.045567
audio_small,03-01-02-01-02-01-01_r09.wav,396294,postgres,write,9,0.015368
audio_small,03-01-02-01-02-01-01_r09.wav,396294,mongodb,write,9,0.008194
video_large,01-02-01-01-01-01-07_r04.mp4,5498397,postgres,write,4,0.192609
video_large,01-02-01-01-01-01-07_r04.mp4,5498397,mongodb,write,4,0.041417
audio_small,03-01-02-02-01-01-01_r04.wav,415516,postgres,write,4,0.015356
audio_small,03-01-02-02-01-01-01_r04.wav,415516,mongodb,write,4,0.006307
video_large,01-02-02-01-02-02-07_r02.mp4,6013033,postgres,write,2,0.225264
video_large,01-02-02-01-02-02-07_r02.mp4,6013033,mongodb,write,2,0.054589
video_medium,9_r03.mp4,2003940,postgres,write,3,0.069390
video_medium,9_r03.mp4,2003940,mongodb,write,3,0.018821
video_large,01-02-02-01-01-02-07_r03.mp4,6352195,postgres,write,3,0.212008
video_large,01-02-02-01-01-02-07_r03.mp4,6352195,mongodb,write,3,0.071666
audio_small,.DS_Store_r01,6148,postgres,write,1,0.118447
audio_small,.DS_Store_r01,6148,mongodb,write,1,0.004127
video_medium,6_r02.mp4,1434102,postgres,write,2,0.045996
video_medium,6_r02.mp4,1434102,mongodb,write,2,0.012881
video_large,01-02-02-01-02-02-07_r03.mp4,6013033,postgres,write,3,0.217783
video_large,01-02-02-01-02-02-07_r03.mp4,6013033,mongodb,write,3,0.052862
video_medium,10_r08.mp4,1352904,postgres,write,8,0.065000
video_medium,10_r08.mp4,1352904,mongodb,write,8,0.014608
video_medium,.DS_Store_r01,6148,postgres,write,1,0.001127
video_medium,.DS_Store_r01,6148,mongodb,write,1,0.002109
audio_small,03-01-01-01-02-01-01_r04.wav,372698,postgres,write,4,0.011382
audio_small,03-01-01-01-02-01-01_r04.wav,372698,mongodb,write,4,0.004964
video_medium,1_r04.mp4,1418485,postgres,write,4,0.048035
video_medium,1_r04.mp4,1418485,mongodb,write,4,0.014820
video_medium,10_r04.mp4,1352904,postgres,write,4,0.045662
video_medium,10_r04.mp4,1352904,mongodb,write,4,0.014825
video_medium,9_r05.mp4,2003940,postgres,write,5,0.065579
video_medium,9_r05.mp4,2003940,mongodb,write,5,0.021382
video_medium,5_r02.mp4,1219789,postgres,write,2,0.042980
video_medium,5_r02.mp4,1219789,mongodb,write,2,0.013521
video_large,01-02-02-01-02-01-07_r01.mp4,6046468,postgres,write,1,0.235626
video_large,01-02-02-01-02-01-07_r01.mp4,6046468,mongodb,write,1,0.054795
video_large,01-02-02-01-02-01-07_r05.mp4,6046468,postgres,write,5,0.201041
video_large,01-02-02-01-02-01-07_r05.mp4,6046468,mongodb,write,5,0.047814
audio_small,03-01-02-01-02-01-01_r01.wav,396294,postgres,write,1,0.014417
audio_small,03-01-02-01-02-01-01_r01.wav,396294,mongodb,write,1,0.005478
video_medium,6_r01.mp4,1434102,postgres,write,1,0.046096
video_medium,6_r01.mp4,1434102,mongodb,write,1,0.012291
video_medium,1_r06.mp4,1418485,postgres,write,6,0.046752
video_medium,1_r06.mp4,1418485,mongodb,write,6,0.011915
video_medium,7_r09.mp4,1454732,postgres,write,9,0.048172
video_medium,7_r09.mp4,1454732,mongodb,write,9,0.017058
audio_small,03-01-02-01-02-02-01_r03.wav,393086,postgres,write,3,0.012991
audio_small,03-01-02-01-02-02-01_r03.wav,393086,mongodb,write,3,0.006060
video_large,01-02-02-01-02-01-07_r09.mp4,6046468,postgres,write,9,0.239713
video_large,01-02-02-01-02-01-07_r09.mp4,6046468,mongodb,write,9,0.050929
video_medium,3_r05.mp4,1872188,postgres,write,5,0.065167
video_medium,3_r05.mp4,1872188,mongodb,write,5,0.020574
video_medium,4_r00.mp4,1089446,postgres,write,0,0.036904
video_medium,4_r00.mp4,1089446,mongodb,write,0,0.010975
video_large,01-02-02-01-01-01-07_r09.mp4,5922634,postgres,write,9,0.207627
video_large,01-02-02-01-01-01-07_r09.mp4,5922634,mongodb,write,9,0.047802
video_medium,3_r01.mp4,1872188,postgres,write,1,0.064937
video_medium,3_r01.mp4,1872188,mongodb,write,1,0.014628
video_medium,3_r08.mp4,1872188,postgres,write,8,0.062220
video_medium,3_r08.mp4,1872188,mongodb,write,8,0.018276
video_large,01-02-02-01-02-02-07_r09.mp4,6013033,postgres,write,9,0.293389
video_large,01-02-02-01-02-02-07_r09.mp4,6013033,mongodb,write,9,0.049802
video_large,01-02-02-01-01-01-07_r01.mp4,5922634,postgres,write,1,0.215726
video_large,01-02-02-01-01-01-07_r01.mp4,5922634,mongodb,write,1,0.046163
video_medium,5_r06.mp4,1219789,postgres,write,6,0.048637
video_medium,5_r06.mp4,1219789,mongodb,write,6,0.010785
video_large,01-02-02-01-02-01-07_r08.mp4,6046468,postgres,write,8,0.232385
video_large,01-02-02-01-02-01-07_r08.mp4,6046468,mongodb,write,8,0.053449
video_large,01-02-02-01-02-02-07_r08.mp4,6013033,postgres,write,8,0.207323
video_large,01-02-02-01-02-02-07_r08.mp4,6013033,mongodb,write,8,0.050160
video_medium,10_r00.mp4,1352904,postgres,write,0,0.046002
video_medium,10_r00.mp4,1352904,mongodb,write,0,0.013157
video_medium,5_r03.mp4,1219789,postgres,write,3,0.042726
video_medium,5_r03.mp4,1219789,mongodb,write,3,0.012460
video_medium,.DS_Store_r03,6148,postgres,write,3,0.001098
video_medium,.DS_Store_r03,6148,mongodb,write,3,0.002091
audio_small,03-01-01-01-01-01-01_r01.wav,375720,postgres,write,1,0.012560
audio_small,03-01-01-01-01-01-01_r01.wav,375720,mongodb,write,1,0.004325
audio_small,03-01-02-02-01-02-01_r05.wav,444344,postgres,write,5,0.020348
audio_small,03-01-02-02-01-02-01_r05.wav,444344,mongodb,write,5,0.008033
video_medium,4_r05.mp4,1089446,postgres,write,5,0.042954
video_medium,4_r05.mp4,1089446,mongodb,write,5,0.011088
video_medium,1_r08.mp4,1418485,postgres,write,8,0.049955
video_medium,1_r08.mp4,1418485,mongodb,write,8,0.014201
audio_small,.DS_Store_r00,6148,postgres,write,0,0.000889
audio_small,.DS_Store_r00,6148,mongodb,write,0,0.002581
audio_small,.DS_Store_r06,6148,postgres,write,6,0.000793
audio_small,.DS_Store_r06,6148,mongodb,write,6,0.002018
audio_small,03-01-02-02-01-01-01_r07.wav,415516,postgres,write,7,0.012800
audio_small,03-01-02-02-01-01-01_r07.wav,415516,mongodb,write,7,0.007329
audio_small,03-01-02-01-01-01-01_r01.wav,399494,postgres,write,1,0.012254
audio_small,03-01-02-01-01-01-01_r01.wav,399494,mongodb,write,1,0.005467
video_large,01-02-02-01-01-02-07_r09.mp4,6352195,postgres,write,9,0.272928
video_large,01-02-02-01-01-02-07_r09.mp4,6352195,mongodb,write,9,0.049016
audio_small,03-01-02-02-01-02-01_r01.wav,444344,postgres,write,1,0.017261
audio_small,03-01-02-02-01-02-01_r01.wav,444344,mongodb,write,1,0.005590
audio_small,03-01-01-01-01-02-01_r01.wav,379106,postgres,write,1,0.014630
audio_small,03-01-01-01-01-02-01_r01.wav,379106,mongodb,write,1,0.005748
video_large,01-02-01-01-01-01-07_r08.mp4,5498397,postgres,write,8,0.231041
video_large,01-02-01-01-01-01-07_r08.mp4,5498397,mongodb,write,8,0.045228
audio_small,03-01-01-01-01-01-01_r09.wav,375720,postgres,write,9,0.014630
audio_small,03-01-01-01-01-01-01_r09.wav,375720,mongodb,write,9,0.008161
video_medium,3_r03.mp4,1872188,postgres,write,3,0.094206
video_medium,3_r03.mp4,1872188,mongodb,write,3,0.015650
audio_small,03-01-02-02-01-01-01_r06.wav,415516,postgres,write,6,0.013227
audio_small,03-01-02-02-01-01-01_r06.wav,415516,mongodb,write,6,0.005235
audio_small,03-01-01-01-02-01-01_r08.wav,372698,postgres,write,8,0.012081
audio_small,03-01-01-01-02-01-01_r08.wav,372698,mongodb,write,8,0.004548
video_medium,9_r06.mp4,2003940,postgres,write,6,0.070525
video_medium,9_r06.mp4,2003940,mongodb,write,6,0.016556
audio_small,03-01-02-01-02-02-01_r08.wav,393086,postgres,write,8,0.013552
audio_small,03-01-02-01-02-02-01_r08.wav,393086,mongodb,write,8,0.006394
audio_small,03-01-02-01-01-01-01_r07.wav,399494,postgres,write,7,0.012474
audio_small,03-01-02-01-01-01-01_r07.wav,399494,mongodb,write,7,0.005160
video_large,01-02-01-01-01-01-07_r05.mp4,5498397,postgres,write,5,0.218395
video_large,01-02-01-01-01-01-07_r05.mp4,5498397,mongodb,write,5,0.050642
video_large,01-02-01-01-02-02-07_r06.mp4,5619255,postgres,write,6,0.202221
video_large,01-02-01-01-02-02-07_r06.mp4,5619255,mongodb,write,6,0.054929
video_medium,1_r00.mp4,1418485,postgres,write,0,0.049927
video_medium,1_r00.mp4,1418485,mongodb,write,0,0.013508
audio_small,03-01-01-01-01-01-01_r07.wav,375720,postgres,write,7,0.012926
audio_small,03-01-01-01-01-01-01_r07.wav,375720,mongodb,write,7,0.004792
video_large,01-02-02-02-01-02-07_r02.mp4,6330436,postgres,write,2,0.250702
video_large,01-02-02-02-01-02-07_r02.mp4,6330436,mongodb,write,2,0.047009
video_medium,2_r09.mp4,1903716,postgres,write,9,0.064655
video_medium,2_r09.mp4,1903716,mongodb,write,9,0.016524
audio_small,03-01-02-01-02-02-01_r09.wav,393086,postgres,write,9,0.012629
audio_small,03-01-02-01-02-02-01_r09.wav,393086,mongodb,write,9,0.005603
audio_small,03-01-02-01-01-02-01_r06.wav,751848,postgres,write,6,0.024888
audio_small,03-01-02-01-01-02-01_r06.wav,751848,mongodb,write,6,0.009627
audio_small,03-01-02-02-01-02-01_r08.wav,444344,postgres,write,8,0.018360
audio_small,03-01-02-02-01-02-01_r08.wav,444344,mongodb,write,8,0.008967
video_large,01-02-01-01-02-02-07_r04.mp4,5619255,postgres,write,4,0.193858
video_large,01-02-01-01-02-02-07_r04.mp4,5619255,mongodb,write,4,0.043587
video_medium,.DS_Store_r04,6148,postgres,write,4,0.001179
video_medium,.DS_Store_r04,6148,mongodb,write,4,0.008857
audio_small,03-01-01-01-01-02-01_r09.wav,379106,postgres,write,9,0.013596
audio_small,03-01-01-01-01-02-01_r09.wav,379106,mongodb,write,9,0.009081
video_large,01-02-02-01-02-02-07_r05.mp4,6013033,postgres,write,5,0.227338
video_large,01-02-02-01-02-02-07_r05.mp4,6013033,mongodb,write,5,0.047873
video_medium,5_r05.mp4,1219789,postgres,write,5,0.046040
video_medium,5_r05.mp4,1219789,mongodb,write,5,0.010348
audio_small,03-01-01-01-01-01-01_r02.wav,375720,postgres,write,2,0.013846
audio_small,03-01-01-01-01-01-01_r02.wav,375720,mongodb,write,2,0.004918
audio_small,03-01-02-01-02-01-01_r05.wav,396294,postgres,write,5,0.013218
audio_small,03-01-02-01-02-01-01_r05.wav,396294,mongodb,write,5,0.006252
video_large,01-02-02-01-02-01-07_r03.mp4,6046468,postgres,write,3,0.206160
video_large,01-02-02-01-02-01-07_r03.mp4,6046468,mongodb,write,3,0.052705
audio_small,.DS_Store_r02,6148,postgres,write,2,0.164231
audio_small,.DS_Store_r02,6148,mongodb,write,2,0.004731
audio_small,03-01-02-02-01-02-01_r09.wav,444344,postgres,write,9,0.016127
audio_small,03-01-02-02-01-02-01_r09.wav,444344,mongodb,write,9,0.006431
video_large,01-02-02-01-01-02-07_r08.mp4,6352195,postgres,write,8,0.260578
video_large,01-02-02-01-01-02-07_r08.mp4,6352195,mongodb,write,8,0.054652
audio_small,03-01-02-01-01-01-01_r04.wav,399494,postgres,write,4,0.012665
audio_small,03-01-02-01-01-01-01_r04.wav,399494,mongodb,write,4,0.004308
video_large,01-02-02-02-01-02-07_r06.mp4,6330436,postgres,write,6,0.224453
video_large,01-02-02-02-01-02-07_r06.mp4,6330436,mongodb,write,6,0.055666
video_medium,3_r00.mp4,1872188,postgres,write,0,0.063626
video_medium,3_r00.mp4,1872188,mongodb,write,0,0.018409
audio_small,03-01-02-01-02-02-01_r02.wav,393086,postgres,write,2,0.013068
audio_small,03-01-02-01-02-02-01_r02.wav,393086,mongodb,write,2,0.005879
video_large,01-02-02-01-01-02-07_r04.mp4,6352195,postgres,write,4,0.241043
video_large,01-02-02-01-01-02-07_r04.mp4,6352195,mongodb,write,4,0.053162
video_large,01-02-02-01-01-01-07_r07.mp4,5922634,postgres,write,7,0.261779
video_large,01-02-02-01-01-01-07_r07.mp4,5922634,mongodb,write,7,0.051343
video_medium,.DS_Store_r05,6148,postgres,write,5,0.001257
video_medium,.DS_Store_r05,6148,mongodb,write,5,0.002363
video_large,01-02-01-01-01-02-07_r07.mp4,5457041,postgres,write,7,0.198235
video_large,01-02-01-01-01-02-07_r07.mp4,5457041,mongodb,write,7,0.044515
video_large,01-02-01-01-01-01-07_r07.mp4,5498397,postgres,write,7,0.218118
video_large,01-02-01-01-01-01-07_r07.mp4,5498397,mongodb,write,7,0.046092
audio_small,03-01-02-01-01-02-01_r08.wav,751848,postgres,write,8,0.022687
audio_small,03-01-02-01-01-02-01_r08.wav,751848,mongodb,write,8,0.010959
video_large,01-02-01-01-02-01-07_r05.mp4,5627582,postgres,write,5,0.195686
video_large,01-02-01-01-02-01-07_r05.mp4,5627582,mongodb,write,5,0.048214
audio_small,03-01-01-01-02-01-01_r01.wav,372698,postgres,write,1,0.015605
audio_small,03-01-01-01-02-01-01_r01.wav,372698,mongodb,write,1,0.007205
video_medium,6_r06.mp4,1434102,postgres,write,6,0.053079
video_medium,6_r06.mp4,1434102,mongodb,write,6,0.013682
video_medium,.DS_Store_r00,6148,postgres,write,0,0.001082
video_medium,.DS_Store_r00,6148,mongodb,write,0,0.001754
audio_small,03-01-01-01-01-02-01_r07.wav,379106,postgres,write,7,0.016111
audio_small,03-01-01-01-01-02-01_r07.wav,379106,mongodb,write,7,0.007423
video_large,01-02-01-01-01-02-07_r04.mp4,5457041,postgres,write,4,0.199374
video_large,01-02-01-01-01-02-07_r04.mp4,5457041,mongodb,write,4,0.047469
video_medium,8_r04.mp4,1334094,postgres,write,4,0.242959
video_medium,8_r04.mp4,1334094,mongodb,write,4,0.012693
video_large,01-02-01-01-02-02-07_r00.mp4,5619255,postgres,write,0,0.230362
video_large,01-02-01-01-02-02-07_r00.mp4,5619255,mongodb,write,0,0.054284
video_large,01-02-01-01-02-01-07_r06.mp4,5627582,postgres,write,6,0.205374
video_large,01-02-01-01-02-01-07_r06.mp4,5627582,mongodb,write,6,0.042935
video_medium,4_r04.mp4,1089446,postgres,write,4,0.038127
video_medium,4_r04.mp4,1089446,mongodb,write,4,0.012614
audio_small,03-01-02-01-01-02-01_r04.wav,751848,postgres,write,4,0.023310
audio_small,03-01-02-01-01-02-01_r04.wav,751848,mongodb,write,4,0.009635
video_large,01-02-01-01-01-01-07_r01.mp4,5498397,postgres,write,1,0.222003
video_large,01-02-01-01-01-01-07_r01.mp4,5498397,mongodb,write,1,0.050376
audio_small,03-01-02-01-01-02-01_r01.wav,751848,postgres,write,1,0.024562
audio_small,03-01-02-01-01-02-01_r01.wav,751848,mongodb,write,1,0.011689
video_medium,1_r02.mp4,1418485,postgres,write,2,0.049655
video_medium,1_r02.mp4,1418485,mongodb,write,2,0.015794
audio_small,03-01-02-01-02-02-01_r04.wav,393086,postgres,write,4,0.013722
audio_small,03-01-02-01-02-02-01_r04.wav,393086,mongodb,write,4,0.007467
audio_small,03-01-02-02-01-01-01_r01.wav,415516,postgres,write,1,0.014805
audio_small,03-01-02-02-01-01-01_r01.wav,415516,mongodb,write,1,0.007626
audio_small,03-01-02-01-01-01-01_r02.wav,399494,postgres,write,2,0.013513
audio_small,03-01-02-01-01-01-01_r02.wav,399494,mongodb,write,2,0.006842
video_large,01-02-02-02-01-01-07_r00.mp4,6279752,postgres,write,0,0.215940
video_large,01-02-02-02-01-01-07_r00.mp4,6279752,mongodb,write,0,0.054218
audio_small,03-01-02-01-02-02-01_r06.wav,393086,postgres,write,6,0.014193
audio_small,03-01-02-01-02-02-01_r06.wav,393086,mongodb,write,6,0.009553
audio_small,.DS_Store_r07,6148,postgres,write,7,0.001147
audio_small,.DS_Store_r07,6148,mongodb,write,7,0.003337
audio_small,03-01-02-01-01-01-01_r00.wav,399494,postgres,write,0,0.014440
audio_small,03-01-02-01-01-01-01_r00.wav,399494,mongodb,write,0,0.009900
video_large,01-02-01-01-02-01-07_r03.mp4,5627582,postgres,write,3,0.220261
video_large,01-02-01-01-02-01-07_r03.mp4,5627582,mongodb,write,3,0.051569
audio_small,.DS_Store_r05,6148,postgres,write,5,0.001475
audio_small,.DS_Store_r05,6148,mongodb,write,5,0.002535
audio_small,03-01-01-01-02-01-01_r05.wav,372698,postgres,write,5,0.011707
audio_small,03-01-01-01-02-01-01_r05.wav,372698,mongodb,write,5,0.005614
video_medium,10_r09.mp4,1352904,postgres,write,9,0.044868
video_medium,10_r09.mp4,1352904,mongodb,write,9,0.013377
video_medium,9_r02.mp4,2003940,postgres,write,2,0.069950
video_medium,9_r02.mp4,2003940,mongodb,write,2,0.017861
video_medium,8_r02.mp4,1334094,postgres,write,2,0.044862
video_medium,8_r02.mp4,1334094,mongodb,write,2,0.015673
video_medium,7_r02.mp4,1454732,postgres,write,2,0.050455
video_medium,7_r02.mp4,1454732,mongodb,write,2,0.016330
video_large,01-02-02-02-01-01-07_r08.mp4,6279752,postgres,write,8,0.239270
video_large,01-02-02-02-01-01-07_r08.mp4,6279752,mongodb,write,8,0.055815
audio_small,03-01-01-01-02-02-01_r08.wav,363108,postgres,write,8,0.027733
audio_small,03-01-01-01-02-02-01_r08.wav,363108,mongodb,write,8,0.007863
audio_small,03-01-01-01-02-02-01_r02.wav,363108,postgres,write,2,0.016569
audio_small,03-01-01-01-02-02-01_r02.wav,363108,mongodb,write,2,0.006183
video_large,01-02-02-01-02-02-07_r07.mp4,6013033,postgres,write,7,0.252162
video_large,01-02-02-01-02-02-07_r07.mp4,6013033,mongodb,write,7,0.057994
video_large,01-02-02-01-01-01-07_r05.mp4,5922634,postgres,write,5,0.259712
video_large,01-02-02-01-01-01-07_r05.mp4,5922634,mongodb,write,5,0.083310
video_large,01-02-02-01-01-01-07_r02.mp4,5922634,postgres,write,2,0.298367
video_large,01-02-02-01-01-01-07_r02.mp4,5922634,mongodb,write,2,0.050355
audio_small,03-01-02-01-01-02-01_r00.wav,751848,postgres,write,0,0.026485
audio_small,03-01-02-01-01-02-01_r00.wav,751848,mongodb,write,0,0.008568
video_medium,9_r08.mp4,2003940,postgres,write,8,0.093585
video_medium,9_r08.mp4,2003940,mongodb,write,8,0.021076
video_medium,4_r06.mp4,1089446,postgres,write,6,0.038566
video_medium,4_r06.mp4,1089446,mongodb,write,6,0.015535
video_large,01-02-02-01-01-02-07_r01.mp4,6352195,postgres,write,1,0.247337
video_large,01-02-02-01-01-02-07_r01.mp4,6352195,mongodb,write,1,0.054472
video_medium,3_r02.mp4,1872188,postgres,write,2,0.074451
video_medium,3_r02.mp4,1872188,mongodb,write,2,0.022607
audio_small,03-01-02-01-01-01-01_r06.wav,399494,postgres,write,6,0.015934
audio_small,03-01-02-01-01-01-01_r06.wav,399494,mongodb,write,6,0.008345
video_medium,8_r00.mp4,1334094,postgres,write,0,0.047235
video_medium,8_r00.mp4,1334094,mongodb,write,0,0.015508
video_large,01-02-02-02-01-01-07_r06.mp4,6279752,postgres,write,6,0.321461
video_large,01-02-02-02-01-01-07_r06.mp4,6279752,mongodb,write,6,0.050826
video_large,01-02-01-01-01-02-07_r06.mp4,5457041,postgres,write,6,0.203544
video_large,01-02-01-01-01-02-07_r06.mp4,5457041,mongodb,write,6,0.046249
video_medium,9_r01.mp4,2003940,postgres,write,1,0.072771
video_medium,9_r01.mp4,2003940,mongodb,write,1,0.020161
video_medium,.DS_Store_r08,6148,postgres,write,8,0.007591
