bucket,stored_name,filesize_bytes,db,operation,rep,elapsed_seconds
video_large,01-02-02-02-01-01-07_r03.mp4,6279752,mongodb,read,0,0.038389
video_large,01-02-02-02-01-02-07_r01.mp4,6330436,postgres,read,0,0.077982
video_large,01-02-02-02-01-02-07_r01.mp4,6330436,mongodb,read,0,0.045687
audio_small,03-01-02-01-02-02-01_r08.wav,393086,postgres,read,0,0.010362
audio_small,03-01-02-01-02-02-01_r08.wav,393086,mongodb,read,0,0.003750
video_large,01-02-02-02-01-01-07_r09.mp4,6279752,postgres,read,0,0.091987
video_large,01-02-02-02-01-01-07_r09.mp4,6279752,mongodb,read,0,0.038379
audio_small,03-01-02-01-01-01-01_r03.wav,399494,postgres,read,0,0.006338
audio_small,03-01-02-01-01-01-01_r03.wav,399494,mongodb,read,0,0.020120
video_medium,4_r00.mp4,1089446,postgres,read,0,0.025125
video_medium,4_r00.mp4,1089446,mongodb,read,0,0.010295
audio_small,03-01-02-01-02-02-01_r02.wav,393086,postgres,read,0,0.005216
audio_small,03-01-02-01-02-02-01_r02.wav,393086,mongodb,read,0,0.003145
audio_small,03-01-02-01-02-02-01_r04.wav,393086,postgres,read,0,0.004881
audio_small,03-01-02-01-02-02-01_r04.wav,393086,mongodb,read,0,0.003070
video_large,01-02-01-01-02-01-07_r00.mp4,5627582,postgres,read,0,0.070057
video_large,01-02-01-01-02-01-07_r00.mp4,5627582,mongodb,read,0,0.032896
video_medium,.DS_Store_r04,6148,postgres,read,0,0.000557
video_medium,.DS_Store_r04,6148,mongodb,read,0,0.001116
video_large,01-02-02-01-02-02-07_r03.mp4,6013033,postgres,read,0,0.089389
video_large,01-02-02-01-02-02-07_r03.mp4,6013033,mongodb,read,0,0.048031
audio_small,03-01-02-01-02-01-01_r06.wav,396294,postgres,read,0,0.005244
audio_small,03-01-02-01-02-01-01_r06.wav,396294,mongodb,read,0,0.003338
video_large,01-02-02-01-01-02-07_r09.mp4,6352195,postgres,read,0,0.092048
video_large,01-02-02-01-01-02-07_r09.mp4,6352195,mongodb,read,0,0.034721
audio_small,.DS_Store_r06,6148,postgres,read,0,0.000461
audio_small,.DS_Store_r06,6148,mongodb,read,0,0.000930
